CHAVE DE ACESSO,MODELO,SÉRIE,NÚMERO,NATUREZA DA OPERAÇÃO,DATA EMISSÃO,EVENTO MAIS RECENTE,DATA/HORA EVENTO MAIS RECENTE,CPF/CNPJ Emitente,RAZÃO SOCIAL EMITENTE,INSCRIÇÃO ESTADUAL EMITENTE,UF EMITENTE,MUNICÍPIO EMITENTE,CNPJ DESTINATÁRIO,NOME DESTINATÁRIO,UF DESTINATÁRIO,INDICADOR IE DESTINATÁRIO,DESTINO DA OPERAÇÃO,CONSUMIDOR FINAL,PRESENÇA DO COMPRADOR,VALOR NOTA FISCAL
,,,,,2024-08-22,,2024-08-22,10000071/0001-71,,,,Omega Comércio,10000071/0001-71,Omega Comércio,,,,,,202408-0056
,,,,,2024-08-01,,2024-08-01,10000064/0001-64,,,,Omega Comércio,10000064/0001-64,Omega Comércio,,,,,,202408-0057
,,,,,2024-08-15,,2024-08-15,10000064/0001-64,,,,Zeta Ltda,10000064/0001-64,Zeta Ltda,,,,,,202408-0058
,,,,,2024-08-27,,2024-08-27,10000074/0001-74,,,,Omega Comércio,10000074/0001-74,Omega Comércio,,,,,,202408-0059
,,,,,2024-08-12,,2024-08-12,10000065/0001-65,,,,Epsilon Produtos,10000065/0001-65,Epsilon Produtos,,,,,,202408-0060
,,,,,2024-08-08,,2024-08-08,10000075/0001-75,,,,Zeta Ltda,10000075/0001-75,Zeta Ltda,,,,,,202408-0061
,,,,,2024-08-16,,2024-08-16,10000075/0001-75,,,,Epsilon Produtos,10000075/0001-75,Epsilon Produtos,,,,,,202408-0062
,,,,,2024-08-06,,2024-08-06,10000078/0001-78,,,,Omega Comércio,10000078/0001-78,Omega Comércio,,,,,,202408-0063
,,,,,2024-08-03,,2024-08-03,10000070/0001-70,,,,Zeta Ltda,10000070/0001-70,Zeta Ltda,,,,,,202408-0064
,,,,,2024-08-05,,2024-08-05,10000073/0001-73,,,,Sigma Distribuições,10000073/0001-73,Sigma Distribuições,,,,,,202408-0065
,,,,,2024-08-01,,2024-08-01,10000086/0001-86,,,,Delta Serviços,10000086/0001-86,Delta Serviços,,,,,,202408-0066
,,,,,2024-08-10,,2024-08-10,10000072/0001-72,,,,Epsilon Produtos,10000072/0001-72,Epsilon Produtos,,,,,,202408-0067
