CHAVE DE ACESSO,MODELO,SÉRIE,NÚMERO,NATUREZA DA OPERAÇÃO,DATA EMISSÃO,EVENTO MAIS RECENTE,DATA/HORA EVENTO MAIS RECENTE,CPF/CNPJ Emitente,RAZÃO SOCIAL EMITENTE,INSCRIÇÃO ESTADUAL EMITENTE,UF EMITENTE,MUNICÍPIO EMITENTE,CNPJ DESTINATÁRIO,NOME DESTINATÁRIO,UF DESTINATÁRIO,INDICADOR IE DESTINATÁRIO,DESTINO DA OPERAÇÃO,CONSUMIDOR FINAL,PRESENÇA DO COMPRADOR,VALOR NOTA FISCAL
,,,,,2024-10-19,,2024-10-19,10000062/0001-62,,,,Zeta Ltda,10000062/0001-62,Zeta Ltda,,,,,,202410-0056
,,,,,2024-10-13,,2024-10-13,10000061/0001-61,,,,Delta Serviços,10000061/0001-61,Delta Serviços,,,,,,202410-0057
,,,,,2024-10-07,,2024-10-07,10000076/0001-76,,,,Beta Distribuição SA,10000076/0001-76,Beta Distribuição SA,,,,,,202410-0058
,,,,,2024-10-03,,2024-10-03,10000061/0001-61,,,,Beta Distribuição SA,10000061/0001-61,Beta Distribuição SA,,,,,,202410-0059
,,,,,2024-10-02,,2024-10-02,10000079/0001-79,,,,Gamma Importações,10000079/0001-79,Gamma Importações,,,,,,202410-0060
,,,,,2024-10-25,,2024-10-25,10000069/0001-69,,,,Sigma Distribuições,10000069/0001-69,Sigma Distribuições,,,,,,202410-0061
,,,,,2024-10-11,,2024-10-11,10000077/0001-77,,,,Omega Comércio,10000077/0001-77,Omega Comércio,,,,,,202410-0062
,,,,,2024-10-04,,2024-10-04,10000081/0001-81,,,,Beta Distribuição SA,10000081/0001-81,Beta Distribuição SA,,,,,,202410-0063
,,,,,2024-10-22,,2024-10-22,10000075/0001-75,,,,Gamma Importações,10000075/0001-75,Gamma Importações,,,,,,202410-0064
,,,,,2024-10-05,,2024-10-05,10000074/0001-74,,,,ACME Comércio Ltda,10000074/0001-74,ACME Comércio Ltda,,,,,,202410-0065
,,,,,2024-10-24,,2024-10-24,10000076/0001-76,,,,Beta Distribuição SA,10000076/0001-76,Beta Distribuição SA,,,,,,202410-0066
,,,,,2024-10-16,,2024-10-16,10000083/0001-83,,,,Sigma Distribuições,10000083/0001-83,Sigma Distribuições,,,,,,202410-0067
,,,,,2024-10-10,,2024-10-10,10000074/0001-74,,,,Zeta Ltda,10000074/0001-74,Zeta Ltda,,,,,,202410-0068
,,,,,2024-10-08,,2024-10-08,10000089/0001-89,,,,Delta Serviços,10000089/0001-89,Delta Serviços,,,,,,202410-0069
,,,,,2024-10-16,,2024-10-16,10000079/0001-79,,,,ACME Comércio Ltda,10000079/0001-79,ACME Comércio Ltda,,,,,,202410-0070
,,,,,2024-10-23,,2024-10-23,10000078/0001-78,,,,Omega Comércio,10000078/0001-78,Omega Comércio,,,,,,202410-0071
,,,,,2024-10-26,,2024-10-26,10000084/0001-84,,,,Delta Serviços,10000084/0001-84,Delta Serviços,,,,,,202410-0072
,,,,,2024-10-12,,2024-10-12,10000086/0001-86,,,,Epsilon Produtos,10000086/0001-86,Epsilon Produtos,,,,,,202410-0073
,,,,,2024-10-22,,2024-10-22,10000084/0001-84,,,,Beta Distribuição SA,10000084/0001-84,Beta Distribuição SA,,,,,,202410-0074
,,,,,2024-10-27,,2024-10-27,10000076/0001-76,,,,ACME Comércio Ltda,10000076/0001-76,ACME Comércio Ltda,,,,,,202410-0075
,,,,,2024-10-11,,2024-10-11,10000086/0001-86,,,,Beta Distribuição SA,10000086/0001-86,Beta Distribuição SA,,,,,,202410-0076
,,,,,2024-10-07,,2024-10-07,10000088/0001-88,,,,Gamma Importações,10000088/0001-88,Gamma Importações,,,,,,202410-0077
,,,,,2024-10-25,,2024-10-25,10000098/0001-98,,,,Delta Serviços,10000098/0001-98,Delta Serviços,,,,,,202410-0078
,,,,,2024-10-11,,2024-10-11,10000087/0001-87,,,,Sigma Distribuições,10000087/0001-87,Sigma Distribuições,,,,,,202410-0079
,,,,,2024-10-21,,2024-10-21,10000089/0001-89,,,,ACME Comércio Ltda,10000089/0001-89,ACME Comércio Ltda,,,,,,202410-0080
,,,,,2024-10-12,,2024-10-12,10000089/0001-89,,,,Sigma Distribuições,10000089/0001-89,Sigma Distribuições,,,,,,202410-0081
,,,,,2024-10-03,,2024-10-03,10000095/0001-95,,,,Epsilon Produtos,10000095/0001-95,Epsilon Produtos,,,,,,202410-0082
,,,,,2024-10-08,,2024-10-08,10000086/0001-86,,,,Gamma Importações,10000086/0001-86,Gamma Importações,,,,,,202410-0083
,,,,,2024-10-09,,2024-10-09,10000097/0001-97,,,,Epsilon Produtos,10000097/0001-97,Epsilon Produtos,,,,,,202410-0084
,,,,,2024-10-02,,2024-10-02,10000093/0001-93,,,,Sigma Distribuições,10000093/0001-93,Sigma Distribuições,,,,,,202410-0085
,,,,,2024-10-03,,2024-10-03,10000088/0001-88,,,,Beta Distribuição SA,10000088/0001-88,Beta Distribuição SA,,,,,,202410-0086
,,,,,2024-10-25,,2024-10-25,10000106/0001-07,,,,Gamma Importações,10000106/0001-07,Gamma Importações,,,,,,202410-0087
,,,,,2024-10-07,,2024-10-07,10000097/0001-97,,,,ACME Comércio Ltda,10000097/0001-97,ACME Comércio Ltda,,,,,,202410-0088
,,,,,2024-10-19,,2024-10-19,10000109/0001-10,,,,Delta Serviços,10000109/0001-10,Delta Serviços,,,,,,202410-0089
,,,,,2024-10-24,,2024-10-24,10000102/0001-03,,,,Delta Serviços,10000102/0001-03,Delta Serviços,,,,,,202410-0090
,,,,,2024-10-02,,2024-10-02,10000109/0001-10,,,,Beta Distribuição SA,10000109/0001-10,Beta Distribuição SA,,,,,,202410-0091
